source,destination,cost,time(in hrs)
199,200,180,3
199,201,240,4
199,202,30,0.5
199,203,60,1
199,204,120,2
199,205,180,3
199,206,180,3
199,207,90,1.5
199,208,90,1.5
199,209,270,4.5
199,210,30,0.5
199,211,30,0.5
199,212,240,4
199,213,90,1.5
199,214,210,3.5
199,215,240,4
199,216,240,4
199,217,90,1.5
199,218,90,1.5
199,219,60,1
199,220,180,3
199,221,360,6
199,222,360,6
199,223,360,6
199,224,120,2
199,225,30,0.5
199,226,270,4.5
199,227,210,3.5
199,228,240,4
199,229,210,3.5
199,230,210,3.5
199,231,210,3.5
199,232,210,3.5
199,233,30,0.5
199,234,210,3.5
199,235,240,4
199,236,240,4
199,237,240,4
199,238,240,4
199,239,240,4
199,240,240,4
199,241,360,6
199,242,210,3.5
199,243,210,3.5
199,244,240,4
199,245,210,3.5
199,246,240,4
199,247,240,4
199,248,240,4
199,249,240,4
199,250,240,4
199,251,240,4
199,252,240,4
199,253,240,4
199,254,240,4
199,255,240,4
200,200,0,0
200,201,420,7
200,202,210,3.5
200,203,90,1.5
200,204,150,2.5
200,205,180,3
200,206,210,3.5
200,207,90,1.5
200,208,270,4.5
200,209,90,1.5
200,210,210,3.5
200,211,120,2
200,212,60,1
200,213,180,3
200,214,210,3.5
200,215,240,4
200,216,360,6
200,217,270,4.5
200,218,180,3
200,219,120,2
200,220,180,3
200,221,510,8.5
200,222,540,9
200,223,510,8.5
200,224,240,4
200,225,180,3
200,226,450,7.5
200,227,420,7
200,228,420,7
200,229,390,6.5
200,230,420,7
200,231,390,6.5
200,232,390,6.5
200,233,210,3.5
200,234,420,7
200,235,420,7
200,236,420,7
200,237,420,7
200,238,420,7
200,239,420,7
200,240,420,7
200,241,510,8.5
200,242,390,6.5
200,243,390,6.5
200,244,420,7
200,245,390,6.5
200,246,420,7
200,247,420,7
200,248,420,7
200,249,420,7
200,250,420,7
200,251,420,7
200,252,420,7
200,253,420,7
200,254,420,7
200,255,420,7
201,201,420,7
201,202,210,3.5
201,203,120,2
201,204,150,2.5
201,205,180,3
201,206,210,3.5
201,207,120,2
201,208,270,4.5
201,209,60,1
201,210,210,3.5
201,211,120,2
201,212,60,1
201,213,180,3
201,214,210,3.5
201,215,210,3.5
201,216,360,6
201,217,270,4.5
201,218,180,3
201,219,120,2
201,220,180,3
201,221,540,9
201,222,540,9
201,223,540,9
201,224,240,4
201,225,180,3
201,226,450,7.5
201,227,420,7
201,228,420,7
201,229,420,7
201,230,420,7
201,231,420,7
201,232,420,7
201,233,210,3.5
201,234,420,7
201,235,420,7
201,236,420,7
201,237,420,7
201,238,420,7
201,239,420,7
201,240,420,7
201,241,540,9
201,242,390,6.5
201,243,390,6.5
201,244,420,7
201,245,390,6.5
201,246,420,7
201,247,420,7
201,248,420,7
201,249,420,7
201,250,420,7
201,251,420,7
201,252,420,7
201,253,420,7
201,254,420,7
201,255,420,7
202,202,210,3.5
202,203,300,5
202,204,330,5.5
202,205,390,6.5
202,206,360,6
202,207,300,5
202,208,180,3
202,209,510,8.5
202,210,210,3.5
202,211,270,4.5
202,212,480,8
202,213,300,5
202,214,420,7
202,215,450,7.5
202,216,270,4.5
202,217,180,3
202,218,300,5
202,219,300,5
202,220,420,7
202,221,90,1.5
202,222,90,1.5
202,223,120,2
202,224,240,4
202,225,270,4.5
202,226,60,1
202,227,90,1.5
202,228,90,1.5
202,229,90,1.5
202,230,90,1.5
202,231,90,1.5
202,232,90,1.5
202,233,210,3.5
202,234,90,1.5
202,235,90,1.5
202,236,90,1.5
202,237,90,1.5
202,238,90,1.5
202,239,90,1.5
202,240,90,1.5
202,241,120,2
202,242,90,1.5
202,243,90,1.5
202,244,90,1.5
202,245,90,1.5
202,246,90,1.5
202,247,90,1.5
202,248,90,1.5
202,249,90,1.5
202,250,90,1.5
202,251,90,1.5
202,252,90,1.5
202,253,120,2
202,254,90,1.5
202,255,90,1.5
203,203,90,1.5
203,204,150,2.5
203,205,240,4
203,206,210,3.5
203,207,90,1.5
203,208,90,1.5
203,209,300,5
203,210,30,0.5
203,211,60,1
203,212,270,4.5
203,213,150,2.5
203,214,270,4.5
203,215,300,5
203,216,240,4
203,217,120,2
203,218,120,2
203,219,90,1.5
203,220,240,4
203,221,300,5
203,222,300,5
203,223,300,5
203,224,90,1.5
203,225,90,1.5
203,226,240,4
203,227,210,3.5
203,228,210,3.5
203,229,210,3.5
203,230,210,3.5
203,231,210,3.5
203,232,210,3.5
203,233,30,0.5
203,234,210,3.5
203,235,210,3.5
203,236,210,3.5
203,237,210,3.5
203,238,210,3.5
203,239,210,3.5
203,240,210,3.5
203,241,300,5
203,242,210,3.5
203,243,210,3.5
203,244,210,3.5
203,245,210,3.5
203,246,210,3.5
203,247,240,4
203,248,210,3.5
203,249,210,3.5
203,250,210,3.5
203,251,240,4
203,252,210,3.5
203,253,240,4
203,254,240,4
203,255,210,3.5
204,204,60,1
204,205,150,2.5
204,206,150,2.5
204,207,60,1
204,208,150,2.5
204,209,180,3
204,210,90,1.5
204,211,0,0
204,212,180,3
204,213,90,1.5
204,214,180,3
204,215,210,3.5
204,216,270,4.5
204,217,150,2.5
204,218,90,1.5
204,219,0,0
204,220,150,2.5
204,221,420,7
204,222,420,7
204,223,420,7
204,224,150,2.5
204,225,60,1
204,226,330,5.5
204,227,300,5
204,228,300,5
204,229,300,5
204,230,300,5
204,231,270,4.5
204,232,270,4.5
204,233,90,1.5
204,234,300,5
204,235,300,5
204,236,300,5
204,237,300,5
204,238,300,5
204,239,300,5
204,240,300,5
204,241,420,7
204,242,270,4.5
204,243,270,4.5
204,244,300,5
204,245,270,4.5
204,246,300,5
204,247,300,5
204,248,300,5
204,249,300,5
204,250,300,5
204,251,300,5
204,252,300,5
204,253,300,5
204,254,300,5
204,255,300,5
205,205,60,1
205,206,60,1
205,207,120,2
205,208,150,2.5
205,209,210,3.5
205,210,120,2
205,211,90,1.5
205,212,180,3
205,213,30,0.5
205,214,90,1.5
205,215,120,2
205,216,210,3.5
205,217,150,2.5
205,218,30,0.5
205,219,60,1
205,220,60,1
205,221,450,7.5
205,222,450,7.5
205,223,450,7.5
205,224,240,4
205,225,60,1
205,226,330,5.5
205,227,300,5
205,228,300,5
205,229,300,5
205,230,300,5
205,231,270,4.5
205,232,270,4.5
205,233,120,2
205,234,300,5
205,235,300,5
205,236,300,5
205,237,300,5
205,238,300,5
205,239,300,5
205,240,300,5
205,241,450,7.5
205,242,270,4.5
205,243,270,4.5
205,244,300,5
205,245,270,4.5
205,246,300,5
205,247,300,5
205,248,300,5
205,249,300,5
205,250,300,5
205,251,300,5
205,252,300,5
205,253,300,5
205,254,300,5
205,255,300,5
206,206,30,0.5
206,207,210,3.5
206,208,210,3.5
206,209,210,3.5
206,210,210,3.5
206,211,150,2.5
206,212,180,3
206,213,90,1.5
206,214,30,0.5
206,215,60,1
206,216,210,3.5
206,217,180,3
206,218,90,1.5
206,219,150,2.5
206,220,0,0
206,221,510,8.5
206,222,510,8.5
206,223,510,8.5
206,224,330,5.5
206,225,120,2
206,226,390,6.5
206,227,330,5.5
206,228,360,6
206,229,330,5.5
206,230,360,6
206,231,330,5.5
206,232,330,5.5
206,233,210,3.5
206,234,330,5.5
206,235,360,6
206,236,360,6
206,237,360,6
206,238,360,6
206,239,360,6
206,240,360,6
206,241,540,9
206,242,330,5.5
206,243,330,5.5
206,244,360,6
206,245,330,5.5
206,246,360,6
206,247,360,6
206,248,360,6
206,249,360,6
206,250,360,6
206,251,360,6
206,252,360,6
206,253,360,6
206,254,360,6
206,255,360,6
207,207,210,3.5
207,208,180,3
207,209,240,4
207,210,180,3
207,211,150,2.5
207,212,240,4
207,213,60,1
207,214,30,0.5
207,215,60,1
207,216,180,3
207,217,150,2.5
207,218,90,1.5
207,219,150,2.5
207,220,30,0.5
207,221,480,8
207,222,480,8
207,223,480,8
207,224,330,5.5
207,225,120,2
207,226,360,6
207,227,300,5
207,228,300,5
207,229,300,5
207,230,300,5
207,231,300,5
207,232,300,5
207,233,180,3
207,234,300,5
207,235,300,5
207,236,300,5
207,237,300,5
207,238,300,5
207,239,300,5
207,240,300,5
207,241,510,8.5
207,242,300,5
207,243,300,5
207,244,300,5
207,245,300,5
207,246,330,5.5
207,247,330,5.5
207,248,330,5.5
207,249,300,5
207,250,330,5.5
207,251,330,5.5
207,252,300,5
207,253,300,5
207,254,330,5.5
207,255,300,5
208,208,180,3
208,209,180,3
208,210,120,2
208,211,60,1
208,212,180,3
208,213,150,2.5
208,214,240,4
208,215,270,4.5
208,216,300,5
208,217,180,3
208,218,150,2.5
208,219,60,1
208,220,210,3.5
208,221,420,7
208,222,420,7
208,223,420,7
208,224,120,2
208,225,120,2
208,226,330,5.5
208,227,300,5
208,228,300,5
208,229,300,5
208,230,300,5
208,231,300,5
208,232,300,5
208,233,120,2
208,234,300,5
208,235,330,5.5
208,236,330,5.5
208,237,330,5.5
208,238,330,5.5
208,239,330,5.5
208,240,330,5.5
208,241,390,6.5
208,242,300,5
208,243,300,5
208,244,330,5.5
208,245,300,5
208,246,330,5.5
208,247,330,5.5
208,248,330,5.5
208,249,330,5.5
208,250,300,5
208,251,330,5.5
208,252,330,5.5
208,253,330,5.5
208,254,330,5.5
208,255,330,5.5
209,209,360,6
209,210,30,0.5
209,211,120,2
209,212,330,5.5
209,213,120,2
209,214,240,4
209,215,270,4.5
209,216,150,2.5
209,217,30,0.5
209,218,120,2
209,219,150,2.5
209,220,240,4
209,221,270,4.5
209,222,270,4.5
209,223,270,4.5
209,224,180,3
209,225,90,1.5
209,226,180,3
209,227,120,2
209,228,120,2
209,229,120,2
209,230,120,2
209,231,120,2
209,232,120,2
209,233,30,0.5
209,234,120,2
209,235,120,2
209,236,120,2
209,237,120,2
209,238,120,2
209,239,120,2
209,240,120,2
209,241,300,5
209,242,120,2
209,243,120,2
209,244,120,2
209,245,120,2
209,246,150,2.5
209,247,150,2.5
209,248,150,2.5
209,249,120,2
209,250,120,2
209,251,150,2.5
209,252,120,2
209,253,150,2.5
209,254,150,2.5
209,255,120,2
210,210,300,5
210,211,210,3.5
210,212,0,0
210,213,240,4
210,214,210,3.5
210,215,240,4
210,216,420,7
210,217,330,5.5
210,218,240,4
210,219,180,3
210,220,210,3.5
210,221,630,10.5
210,222,630,10.5
210,223,630,10.5
210,224,330,5.5
210,225,240,4
210,226,540,9
210,227,480,8
210,228,510,8.5
210,229,480,8
210,230,480,8
210,231,480,8
210,232,480,8
210,233,300,5
210,234,480,8
210,235,510,8.5
210,236,510,8.5
210,237,510,8.5
210,238,510,8.5
210,239,510,8.5
210,240,510,8.5
210,241,600,10
210,242,480,8
210,243,480,8
210,244,510,8.5
210,245,480,8
210,246,510,8.5
210,247,510,8.5
210,248,510,8.5
210,249,510,8.5
210,250,510,8.5
210,251,510,8.5
210,252,510,8.5
210,253,510,8.5
210,254,510,8.5
210,255,510,8.5
211,211,60,1
211,212,270,4.5
211,213,90,1.5
211,214,240,4
211,215,270,4.5
211,216,210,3.5
211,217,60,1
211,218,90,1.5
211,219,90,1.5
211,220,210,3.5
211,221,300,5
211,222,330,5.5
211,223,330,5.5
211,224,150,2.5
211,225,60,1
211,226,210,3.5
211,227,180,3
211,228,180,3
211,229,180,3
211,230,180,3
211,231,180,3
211,232,180,3
211,233,0,0
211,234,180,3
211,235,180,3
211,236,180,3
211,237,180,3
211,238,180,3
211,239,180,3
211,240,180,3
211,241,330,5.5
211,242,180,3
211,243,180,3
211,244,180,3
211,245,180,3
211,246,180,3
211,247,210,3.5
211,248,210,3.5
211,249,180,3
211,250,180,3
211,251,210,3.5
211,252,180,3
211,253,210,3.5
211,254,210,3.5
211,255,180,3
212,212,210,3.5
212,213,90,1.5
212,214,180,3
212,215,210,3.5
212,216,240,4
212,217,120,2
212,218,90,1.5
212,219,0,0
212,220,150,2.5
212,221,390,6.5
212,222,390,6.5
212,223,390,6.5
212,224,150,2.5
212,225,30,0.5
212,226,300,5
212,227,270,4.5
212,228,270,4.5
212,229,270,4.5
212,230,270,4.5
212,231,270,4.5
212,232,270,4.5
212,233,60,1
212,234,270,4.5
212,235,270,4.5
212,236,270,4.5
212,237,270,4.5
212,238,270,4.5
212,239,270,4.5
212,240,270,4.5
212,241,390,6.5
212,242,240,4
212,243,240,4
212,244,270,4.5
212,245,240,4
212,246,270,4.5
212,247,270,4.5
212,248,270,4.5
212,249,270,4.5
212,250,270,4.5
212,251,270,4.5
212,252,270,4.5
212,253,270,4.5
212,254,270,4.5
212,255,270,4.5
213,213,240,4
213,214,210,3.5
213,215,240,4
213,216,390,6.5
213,217,330,5.5
213,218,240,4
213,219,180,3
213,220,180,3
213,221,600,10
213,222,600,10
213,223,600,10
213,224,300,5
213,225,240,4
213,226,510,8.5
213,227,480,8
213,228,480,8
213,229,480,8
213,230,480,8
213,231,480,8
213,232,480,8
213,233,270,4.5
213,234,480,8
213,235,480,8
213,236,480,8
213,237,480,8
213,238,480,8
213,239,480,8
213,240,480,8
213,241,600,10
213,242,480,8
213,243,450,7.5
213,244,480,8
213,245,450,7.5
213,246,480,8
213,247,480,8
213,248,480,8
213,249,480,8
213,250,480,8
213,251,480,8
213,252,480,8
213,253,480,8
213,254,480,8
213,255,480,8
214,214,120,2
214,215,150,2.5
214,216,150,2.5
214,217,90,1.5
214,218,0,0
214,219,90,1.5
214,220,90,1.5
214,221,420,7
214,222,420,7
214,223,420,7
214,224,240,4
214,225,30,0.5
214,226,300,5
214,227,240,4
214,228,240,4
214,229,240,4
214,230,240,4
214,231,240,4
214,232,240,4
214,233,90,1.5
214,234,240,4
214,235,240,4
214,236,240,4
214,237,240,4
214,238,240,4
214,239,240,4
214,240,240,4
214,241,420,7
214,242,240,4
214,243,240,4
214,244,240,4
214,245,240,4
214,246,270,4.5
214,247,270,4.5
214,248,270,4.5
214,249,240,4
214,250,240,4
214,251,270,4.5
214,252,240,4
214,253,240,4
214,254,270,4.5
214,255,240,4
215,215,0,0
215,216,210,3.5
215,217,210,3.5
215,218,120,2
215,219,180,3
215,220,30,0.5
215,221,540,9
215,222,540,9
215,223,540,9
215,224,360,6
215,225,180,3
215,226,420,7
215,227,360,6
215,228,360,6
215,229,360,6
215,230,360,6
215,231,360,6
215,232,360,6
215,233,240,4
215,234,360,6
215,235,360,6
215,236,360,6
215,237,360,6
215,238,360,6
215,239,360,6
215,240,360,6
215,241,570,9.5
215,242,360,6
215,243,360,6
215,244,360,6
215,245,360,6
215,246,390,6.5
215,247,390,6.5
215,248,390,6.5
215,249,360,6
215,250,390,6.5
215,251,390,6.5
215,252,360,6
215,253,360,6
215,254,390,6.5
215,255,360,6
216,216,240,4
216,217,240,4
216,218,150,2.5
216,219,210,3.5
216,220,60,1
216,221,570,9.5
216,222,570,9.5
216,223,570,9.5
216,224,390,6.5
216,225,210,3.5
216,226,450,7.5
216,227,390,6.5
216,228,390,6.5
216,229,390,6.5
216,230,390,6.5
216,231,390,6.5
216,232,390,6.5
216,233,270,4.5
216,234,390,6.5
216,235,390,6.5
216,236,390,6.5
216,237,390,6.5
216,238,390,6.5
216,239,390,6.5
216,240,390,6.5
216,241,600,10
216,242,390,6.5
216,243,360,6
216,244,390,6.5
216,245,390,6.5
216,246,420,7
216,247,390,6.5
216,248,390,6.5
216,249,390,6.5
216,250,390,6.5
216,251,420,7
216,252,390,6.5
216,253,390,6.5
216,254,390,6.5
216,255,390,6.5
217,217,120,2
217,218,150,2.5
217,219,240,4
217,220,210,3.5
217,221,390,6.5
217,222,390,6.5
217,223,390,6.5
217,224,360,6
217,225,180,3
217,226,240,4
217,227,180,3
217,228,180,3
217,229,180,3
217,230,210,3.5
217,231,180,3
217,232,180,3
217,233,210,3.5
217,234,180,3
217,235,180,3
217,236,180,3
217,237,180,3
217,238,180,3
217,239,180,3
217,240,180,3
217,241,420,7
217,242,180,3
217,243,180,3
217,244,180,3
217,245,180,3
217,246,210,3.5
217,247,180,3
217,248,210,3.5
217,249,180,3
217,250,210,3.5
217,251,210,3.5
217,252,180,3
217,253,180,3
217,254,180,3
217,255,180,3
218,218,90,1.5
218,219,150,2.5
218,220,210,3.5
218,221,300,5
218,222,300,5
218,223,300,5
218,224,210,3.5
218,225,90,1.5
218,226,180,3
218,227,120,2
218,228,150,2.5
218,229,150,2.5
218,230,150,2.5
218,231,120,2
218,232,120,2
218,233,60,1
218,234,120,2
218,235,150,2.5
218,236,150,2.5
218,237,150,2.5
218,238,150,2.5
218,239,150,2.5
218,240,150,2.5
218,241,330,5.5
218,242,120,2
218,243,120,2
218,244,150,2.5
218,245,120,2
218,246,150,2.5
218,247,150,2.5
218,248,150,2.5
218,249,150,2.5
218,250,150,2.5
218,251,150,2.5
218,252,150,2.5
218,253,150,2.5
218,254,150,2.5
218,255,150,2.5
219,219,90,1.5
219,220,120,2
219,221,390,6.5
219,222,390,6.5
219,223,420,7
219,224,240,4
219,225,30,0.5
219,226,300,5
219,227,240,4
219,228,240,4
219,229,240,4
219,230,240,4
219,231,240,4
219,232,240,4
219,233,90,1.5
219,234,240,4
219,235,240,4
219,236,240,4
219,237,240,4
219,238,240,4
219,239,240,4
219,240,240,4
219,241,420,7
219,242,240,4
219,243,210,3.5
219,244,240,4
219,245,210,3.5
219,246,240,4
219,247,240,4
219,248,240,4
219,249,240,4
219,250,240,4
219,251,270,4.5
219,252,240,4
219,253,240,4
219,254,240,4
219,255,240,4
220,220,150,2.5
220,221,420,7
220,222,420,7
220,223,420,7
220,224,180,3
220,225,60,1
220,226,330,5.5
220,227,300,5
220,228,300,5
220,229,270,4.5
220,230,300,5
220,231,270,4.5
220,232,270,4.5
220,233,90,1.5
220,234,270,4.5
220,235,300,5
220,236,300,5
220,237,300,5
220,238,300,5
220,239,300,5
220,240,300,5
220,241,420,7
220,242,270,4.5
220,243,270,4.5
220,244,300,5
220,245,270,4.5
220,246,300,5
220,247,300,5
220,248,300,5
220,249,300,5
220,250,300,5
220,251,300,5
220,252,300,5
220,253,300,5
220,254,300,5
220,255,300,5
221,221,510,8.5
221,222,510,8.5
221,223,540,9
221,224,330,5.5
221,225,150,2.5
221,226,390,6.5
221,227,330,5.5
221,228,360,6
221,229,360,6
221,230,360,6
221,231,330,5.5
221,232,330,5.5
221,233,210,3.5
221,234,330,5.5
221,235,360,6
221,236,360,6
221,237,360,6
221,238,360,6
221,239,360,6
221,240,360,6
221,241,540,9
221,242,330,5.5
221,243,330,5.5
221,244,360,6
221,245,330,5.5
221,246,360,6
221,247,360,6
221,248,360,6
221,249,360,6
221,250,360,6
221,251,360,6
221,252,360,6
221,253,360,6
221,254,360,6
221,255,360,6
222,222,0,0
222,223,0,0
222,224,300,5
222,225,390,6.5
222,226,150,2.5
222,227,210,3.5
222,228,180,3
222,229,180,3
222,230,180,3
222,231,180,3
222,232,180,3
222,233,300,5
222,234,210,3.5
222,235,180,3
222,236,180,3
222,237,180,3
222,238,180,3
222,239,180,3
222,240,180,3
222,241,30,0.5
222,242,210,3.5
222,243,210,3.5
222,244,180,3
222,245,210,3.5
222,246,180,3
222,247,180,3
222,248,180,3
222,249,180,3
222,250,180,3
222,251,180,3
222,252,180,3
222,253,210,3.5
222,254,180,3
222,255,180,3
223,223,0,0
223,224,300,5
223,225,390,6.5
223,226,150,2.5
223,227,210,3.5
223,228,180,3
223,229,180,3
223,230,180,3
223,231,180,3
223,232,180,3
223,233,330,5.5
223,234,210,3.5
223,235,210,3.5
223,236,180,3
223,237,210,3.5
223,238,180,3
223,239,210,3.5
223,240,180,3
223,241,30,0.5
223,242,210,3.5
223,243,210,3.5
223,244,210,3.5
223,245,210,3.5
223,246,180,3
223,247,180,3
223,248,180,3
223,249,210,3.5
223,250,180,3
223,251,180,3
223,252,210,3.5
223,253,210,3.5
223,254,210,3.5
223,255,180,3
224,224,300,5
224,225,390,6.5
224,226,150,2.5
224,227,210,3.5
224,228,180,3
224,229,180,3
224,230,180,3
224,231,180,3
224,232,210,3.5
224,233,330,5.5
224,234,210,3.5
224,235,210,3.5
224,236,210,3.5
224,237,210,3.5
224,238,180,3
224,239,210,3.5
224,240,180,3
224,241,30,0.5
224,242,210,3.5
224,243,210,3.5
224,244,210,3.5
224,245,210,3.5
224,246,180,3
224,247,180,3
224,248,180,3
224,249,210,3.5
224,250,180,3
224,251,180,3
224,252,210,3.5
224,253,210,3.5
224,254,210,3.5
224,255,180,3
225,225,180,3
225,226,300,5
225,227,270,4.5
225,228,270,4.5
225,229,270,4.5
225,230,270,4.5
225,231,270,4.5
225,232,270,4.5
225,233,150,2.5
225,234,270,4.5
225,235,270,4.5
225,236,270,4.5
225,237,270,4.5
225,238,270,4.5
225,239,270,4.5
225,240,270,4.5
225,241,300,5
225,242,270,4.5
225,243,270,4.5
225,244,270,4.5
225,245,270,4.5
225,246,270,4.5
225,247,300,5
225,248,270,4.5
225,249,270,4.5
225,250,270,4.5
225,251,300,5
225,252,270,4.5
225,253,300,5
225,254,300,5
225,255,270,4.5
226,226,270,4.5
226,227,210,3.5
226,228,240,4
226,229,210,3.5
226,230,240,4
226,231,210,3.5
226,232,210,3.5
226,233,60,1
226,234,210,3.5
226,235,240,4
226,236,240,4
226,237,240,4
226,238,240,4
226,239,240,4
226,240,240,4
226,241,390,6.5
226,242,210,3.5
226,243,210,3.5
226,244,240,4
226,245,210,3.5
226,246,240,4
226,247,240,4
226,248,240,4
226,249,240,4
226,250,240,4
226,251,240,4
226,252,240,4
226,253,240,4
226,254,240,4
226,255,240,4
227,227,60,1
227,228,30,0.5
227,229,30,0.5
227,230,30,0.5
227,231,30,0.5
227,232,30,0.5
227,233,210,3.5
227,234,60,1
227,235,30,0.5
227,236,30,0.5
227,237,30,0.5
227,238,30,0.5
227,239,30,0.5
227,240,30,0.5
227,241,180,3
227,242,60,1
227,243,60,1
227,244,30,0.5
227,245,60,1
227,246,30,0.5
227,247,30,0.5
227,248,30,0.5
227,249,30,0.5
227,250,30,0.5
227,251,30,0.5
227,252,30,0.5
227,253,60,1
227,254,30,0.5
227,255,30,0.5
228,228,0,0
228,229,0,0
228,230,0,0
228,231,0,0
228,232,0,0
228,233,180,3
228,234,0,0
228,235,0,0
228,236,0,0
228,237,0,0
228,238,0,0
228,239,0,0
228,240,0,0
228,241,240,4
228,242,0,0
228,243,0,0
228,244,0,0
228,245,0,0
228,246,0,0
228,247,0,0
228,248,0,0
228,249,0,0
228,250,0,0
228,251,0,0
228,252,0,0
228,253,0,0
228,254,0,0
228,255,0,0
229,229,0,0
229,230,0,0
229,231,0,0
229,232,0,0
229,233,180,3
229,234,0,0
229,235,0,0
229,236,0,0
229,237,0,0
229,238,0,0
229,239,0,0
229,240,0,0
229,241,210,3.5
229,242,0,0
229,243,0,0
229,244,0,0
229,245,0,0
229,246,0,0
229,247,0,0
229,248,0,0
229,249,0,0
229,250,0,0
229,251,0,0
229,252,0,0
229,253,0,0
229,254,0,0
229,255,0,0
230,230,0,0
230,231,0,0
230,232,0,0
230,233,180,3
230,234,0,0
230,235,0,0
230,236,0,0
230,237,0,0
230,238,0,0
230,239,0,0
230,240,0,0
230,241,210,3.5
230,242,0,0
230,243,0,0
230,244,0,0
230,245,0,0
230,246,0,0
230,247,0,0
230,248,0,0
230,249,0,0
230,250,0,0
230,251,0,0
230,252,0,0
230,253,30,0.5
230,254,0,0
230,255,0,0
231,231,0,0
231,232,0,0
231,233,180,3
231,234,0,0
231,235,0,0
231,236,0,0
231,237,0,0
231,238,0,0
231,239,0,0
231,240,0,0
231,241,210,3.5
231,242,0,0
231,243,0,0
231,244,0,0
231,245,0,0
231,246,0,0
231,247,0,0
231,248,0,0
231,249,0,0
231,250,0,0
231,251,0,0
231,252,0,0
231,253,30,0.5
231,254,30,0.5
231,255,0,0
232,232,0,0
232,233,180,3
232,234,0,0
232,235,0,0
232,236,0,0
232,237,0,0
232,238,0,0
232,239,0,0
232,240,0,0
232,241,210,3.5
232,242,0,0
232,243,0,0
232,244,0,0
232,245,0,0
232,246,0,0
232,247,0,0
232,248,0,0
232,249,0,0
232,250,0,0
232,251,0,0
232,252,0,0
232,253,30,0.5
232,254,30,0.5
232,255,0,0
233,233,180,3
233,234,0,0
233,235,0,0
233,236,0,0
233,237,0,0
233,238,0,0
233,239,0,0
233,240,0,0
233,241,210,3.5
233,242,0,0
233,243,0,0
233,244,0,0
233,245,0,0
233,246,0,0
233,247,0,0
233,248,0,0
233,249,0,0
233,250,0,0
233,251,0,0
233,252,0,0
233,253,0,0
233,254,0,0
233,255,0,0
234,234,180,3
234,235,180,3
234,236,180,3
234,237,180,3
234,238,180,3
234,239,180,3
234,240,180,3
234,241,330,5.5
234,242,180,3
234,243,180,3
234,244,180,3
234,245,180,3
234,246,180,3
234,247,210,3.5
234,248,210,3.5
234,249,180,3
234,250,180,3
234,251,210,3.5
234,252,180,3
234,253,210,3.5
234,254,210,3.5
234,255,180,3
235,235,0,0
235,236,0,0
235,237,0,0
235,238,0,0
235,239,0,0
235,240,0,0
235,241,240,4
235,242,0,0
235,243,0,0
235,244,0,0
235,245,0,0
235,246,0,0
235,247,0,0
235,248,0,0
235,249,0,0
235,250,0,0
235,251,0,0
235,252,0,0
235,253,0,0
235,254,0,0
235,255,0,0
236,236,0,0
236,237,0,0
236,238,0,0
236,239,0,0
236,240,0,0
236,241,240,4
236,242,0,0
236,243,0,0
236,244,0,0
236,245,0,0
236,246,0,0
236,247,0,0
236,248,0,0
236,249,0,0
236,250,0,0
236,251,0,0
236,252,0,0
236,253,0,0
236,254,0,0
236,255,0,0
237,237,0,0
237,238,0,0
237,239,0,0
237,240,0,0
237,241,240,4
237,242,0,0
237,243,0,0
237,244,0,0
237,245,0,0
237,246,0,0
237,247,0,0
237,248,0,0
237,249,0,0
237,250,0,0
237,251,0,0
237,252,0,0
237,253,0,0
237,254,0,0
237,255,0,0
238,238,0,0
238,239,0,0
238,240,0,0
238,241,240,4
238,242,0,0
238,243,0,0
238,244,0,0
238,245,0,0
238,246,0,0
238,247,0,0
238,248,0,0
238,249,0,0
238,250,0,0
238,251,0,0
238,252,0,0
238,253,0,0
238,254,0,0
238,255,0,0
239,239,0,0
239,240,0,0
239,241,210,3.5
239,242,0,0
239,243,0,0
239,244,0,0
239,245,0,0
239,246,0,0
239,247,0,0
239,248,0,0
239,249,0,0
239,250,0,0
239,251,0,0
239,252,0,0
239,253,0,0
239,254,0,0
239,255,0,0
240,240,0,0
240,241,240,4
240,242,0,0
240,243,0,0
240,244,0,0
240,245,0,0
240,246,0,0
240,247,0,0
240,248,0,0
240,249,0,0
240,250,0,0
240,251,0,0
240,252,0,0
240,253,0,0
240,254,0,0
240,255,0,0
241,241,210,3.5
241,242,0,0
241,243,0,0
241,244,0,0
241,245,0,0
241,246,0,0
241,247,0,0
241,248,0,0
241,249,0,0
241,250,0,0
241,251,0,0
241,252,0,0
241,253,0,0
241,254,0,0
241,255,0,0
242,242,240,4
242,243,240,4
242,244,240,4
242,245,240,4
242,246,210,3.5
242,247,210,3.5
242,248,210,3.5
242,249,240,4
242,250,210,3.5
242,251,210,3.5
242,252,240,4
242,253,240,4
242,254,240,4
242,255,210,3.5
243,243,0,0
243,244,0,0
243,245,0,0
243,246,0,0
243,247,0,0
243,248,0,0
243,249,0,0
243,250,0,0
243,251,0,0
243,252,0,0
243,253,30,0.5
243,254,0,0
243,255,0,0
244,244,0,0
244,245,0,0
244,246,30,0.5
244,247,0,0
244,248,30,0.5
244,249,0,0
244,250,0,0
244,251,30,0.5
244,252,0,0
244,253,0,0
244,254,0,0
244,255,0,0
245,245,0,0
245,246,0,0
245,247,0,0
245,248,0,0
245,249,0,0
245,250,0,0
245,251,0,0
245,252,0,0
245,253,0,0
245,254,0,0
245,255,0,0
246,246,30,0.5
246,247,0,0
246,248,0,0
246,249,0,0
246,250,0,0
